name,price,description,categories,url,image_urls,local_images
Porte clef,CHF10.00,,"Bijoux, Porte Clefs",https://www.oprocaccini.com/produit/porte-clef-6/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000881-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000848-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000845-scaled.jpg,oprocaccini_export\images\porte-clef\porte-clef_1.jpg; oprocaccini_export\images\porte-clef\porte-clef_2.jpg; oprocaccini_export\images\porte-clef\porte-clef_3.jpg
Porte clef,CHF10.00,,"Bijoux, Porte Clefs",https://www.oprocaccini.com/produit/porte-clef-7/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000875-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000863-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000864-scaled.jpg,oprocaccini_export\images\porte-clef\porte-clef_1.jpg; oprocaccini_export\images\porte-clef\porte-clef_2.jpg; oprocaccini_export\images\porte-clef\porte-clef_3.jpg
Porte clef,CHF10.00,,"Bijoux, Porte Clefs",https://www.oprocaccini.com/produit/porte-clef-8/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000874-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000843-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000844-scaled.jpg,oprocaccini_export\images\porte-clef\porte-clef_1.jpg; oprocaccini_export\images\porte-clef\porte-clef_2.jpg; oprocaccini_export\images\porte-clef\porte-clef_3.jpg
Porte clef,CHF10.00,,"Bijoux, Porte Clefs",https://www.oprocaccini.com/produit/porte-clef-9/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000873-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000858-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000857-scaled.jpg,oprocaccini_export\images\porte-clef\porte-clef_1.jpg; oprocaccini_export\images\porte-clef\porte-clef_2.jpg; oprocaccini_export\images\porte-clef\porte-clef_3.jpg
Porte clef Blue,CHF5.00,Porte clef en bois.,"Bijoux, Porte Clefs",https://www.oprocaccini.com/produit/porte-clef-blue/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000882-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000902-scaled.jpg,oprocaccini_export\images\porte-clef-blue\porte-clef-blue_1.jpg; oprocaccini_export\images\porte-clef-blue\porte-clef-blue_2.jpg
Porte clef en coeur,CHF15.00,Porte clef en coeur doux.,"Bijoux, Porte Clefs",https://www.oprocaccini.com/produit/porte-clef-en-coeur/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000831-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000832-1-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000833-scaled.jpg,oprocaccini_export\images\porte-clef-en-coeur\porte-clef-en-coeur_1.jpg; oprocaccini_export\images\porte-clef-en-coeur\porte-clef-en-coeur_2.jpg; oprocaccini_export\images\porte-clef-en-coeur\porte-clef-en-coeur_3.jpg
Porte clef en coeur,CHF15.00,Porte clef en coeur doux.,"Bijoux, Porte Clefs",https://www.oprocaccini.com/produit/porte-clef-en-coeur-2/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000830-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000829-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000834-scaled.jpg,oprocaccini_export\images\porte-clef-en-coeur\porte-clef-en-coeur_1.jpg; oprocaccini_export\images\porte-clef-en-coeur\porte-clef-en-coeur_2.jpg; oprocaccini_export\images\porte-clef-en-coeur\porte-clef-en-coeur_3.jpg
Porte clef Green,CHF5.00,Porte clef en bois.,"Bijoux, Porte Clefs",https://www.oprocaccini.com/produit/porte-clef-green/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000887-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000903-scaled.jpg,oprocaccini_export\images\porte-clef-green\porte-clef-green_1.jpg; oprocaccini_export\images\porte-clef-green\porte-clef-green_2.jpg
Porte clef Orange,CHF5.00,Porte clef en bois.,"Bijoux, Porte Clefs",https://www.oprocaccini.com/produit/porte-clef-orange/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000889-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000897-scaled.jpg,oprocaccini_export\images\porte-clef-orange\porte-clef-orange_1.jpg; oprocaccini_export\images\porte-clef-orange\porte-clef-orange_2.jpg
Porte clef Pink,CHF5.00,Porte clef en bois.,"Bijoux, Porte Clefs",https://www.oprocaccini.com/produit/porte-clef-rose/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000888-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000896-scaled.jpg,oprocaccini_export\images\porte-clef-pink\porte-clef-pink_1.jpg; oprocaccini_export\images\porte-clef-pink\porte-clef-pink_2.jpg
Porte clef Purple,CHF5.00,Porte clef en bois.,"Bijoux, Porte Clefs",https://www.oprocaccini.com/produit/porte-clef-purple/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000886-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000899-scaled.jpg,oprocaccini_export\images\porte-clef-purple\porte-clef-purple_1.jpg; oprocaccini_export\images\porte-clef-purple\porte-clef-purple_2.jpg
Porte clef Yellow,CHF5.00,Porte clef en bois.,"Bijoux, Porte Clefs",https://www.oprocaccini.com/produit/porte-clef-yellow/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000885-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000898-scaled.jpg,oprocaccini_export\images\porte-clef-yellow\porte-clef-yellow_1.jpg; oprocaccini_export\images\porte-clef-yellow\porte-clef-yellow_2.jpg
